15,0,120,83.875,14,101,3042,12,34.95934959,66.66666667,3.08,1
0,1,70,90.79,3,78,2808,11,0,100,3.5,1
15,1,140,100,4,195,2535,14,0,100,2.3,1
0,1,20,84.18,4,87,1911,6,0,100,2.5,1
0,0,10,80.3525,6,78,1911,14,0,100,2.38,1
9,0,20,94.74,4,26,897,4,0,100,2.5,1
12,0,40,94.30166667,9,78,2574,15,0,100,3.08,0
15,1,50,84.962,13,91,2171,12,21.15384615,100,2.54,0
12,1,90,100,14,119,2361,12,1.136363636,100,3.19,0
0,0,30,100,3,13,507,4,0,100,4.5,0
0,0,10,66.67,13,15,450,2,0,100,2.5,1
11,0,60,98.948,9,65,2054,13,0,100,2.86,0
11,0,50,87.86,4,67,2244,12,0,100,2.77,1
0,0,30,73.685,4,26,897,5,0,40,1.25,0
11,1,20,94.27,3,41,1230,8,0,100,3.5,1
0,0,50,76.34666667,5,113,2808,14,24.52830189,100,2.25,0
5,0,10,0,11,15,450,2,0,50,0,1
11,0,90,95.045,8,78,2028,9,2.352941176,100,4,1
5,1,40,85.36833333,3,167,2711,16,0,100,3.58,0
0,0,70,93.8075,7,105,1804,9,0,100,4.25,1
0,0,30,97.37,6,13,507,3,40.625,100,2,0
12,0,70,100,4,144,2428,15,4.225352113,100,3.5,0
0,0,30,100,5,125,2304,12,0,100,3.04,0
15,0,130,99.36571429,8,143,3315,19,12.5,100,4.14,1
15,1,80,95.61666667,0,104,2808,13,20.77922078,100,3.42,1
15,1,160,99.778,19,91,2301,10,5.732484076,100,3.8,1
15,0,20,100,4,13,390,4,0,100,3.5,0
15,1,70,96.97,2,195,3315,20,0,100,4.21,1
15,1,10,57.895,7,52,1911,9,37.5,25,0,0
15,1,20,88.96,2,165,2808,20,0,100,2.5,1
0,0,140,90.058,6,74,2184,13,40.97222222,100,3.8,1
0,0,50,89.475,11,26,897,10,0,100,2.75,1
0,0,60,88.7725,6,78,1911,9,0,100,2,1
0,1,50,100,2,39,1287,8,3.921568627,100,4.17,0
0,0,20,100,8,26,650,4,0,100,2.9,0
15,1,20,69.7925,4,80,1737,10,33.33333333,57.14285714,1.35,0
0,1,20,100,8,78,1911,9,0,100,2.13,1
0,1,10,72.96333333,11,87,2808,16,9.090909091,66.66666667,1.5,0
1,0,20,86.84,5,26,897,4,0,100,3.5,0
0,0,40,71.1925,2,79,1921,21,35,40,1.25,0
0,0,20,89.28666667,8,48,1404,9,0,100,4.5,1
11,0,30,82.965,10,105,2701,26,12.5,50,1.5,1
12,0,40,87.81333333,5,48,1521,8,0,100,3.83,0
11,0,50,100,10,52,1911,9,5.769230769,100,2.75,1
11,0,20,83.1575,5,84,1971,7,4.166666667,100,2.88,1
0,0,80,100,6,172,2371,11,3.658536585,100,4.15,0
0,0,90,100,16,65,1287,10,0,100,4.17,0
0,0,60,100,4,39,1287,8,0,100,4,0
11,1,80,95.005,20,157,2701,18,0,100,3.33,0
0,0,40,97.37,6,26,897,7,36.11111111,100,3.25,1
11,0,20,100,6,13,507,2,0,100,2.5,0
0,1,30,91.965,2,61,1911,9,0,100,3.88,1
11,1,60,77.826,2,91,2301,10,0,45.45454545,1.1,1
12,1,110,100,29,91,2301,15,1.818181818,100,4.2,0
0,0,30,95.35,7,39,845,4,0,100,3.3,1
0,1,70,98.685,6,104,2691,12,0,100,4.25,1
12,1,30,92.31,1,33,429,1,0,100,4.5,0
0,0,100,100,3,130,3029,14,6.12244898,100,3.65,0
0,0,60,87.91333333,8,130,2925,14,0,66.66666667,1.75,0
11,0,120,92.28333333,10,144,2808,13,0,100,2.67,1
11,0,90,94.64333333,5,113,2691,19,0,100,3.92,1
0,1,10,52.28,9,52,897,6,0,25,0,1
0,1,50,77.77,9,171,2868,11,0,100,2.58,1
0,0,110,100,19,65,1521,5,0,100,3.67,1
5,0,50,90.80833333,20,115,2751,14,3.921568627,100,3.59,0
0,1,20,80.34,15,104,2808,13,0,33.33333333,0.83,1
0,0,80,100,7,104,1911,11,18.42105263,57.14285714,1.13,1
6,1,40,100,8,72,936,4,0,100,4,1
0,0,10,80,6,39,507,3,0,100,2.5,1
0,1,20,97.13666667,6,65,1404,6,8.333333333,100,2.17,0
8,0,60,97.8525,11,54,1854,10,1.785714286,57.14285714,1.45,1
15,0,250,100,10,91,2418,15,21.77419355,100,4.5,1
0,1,90,92.15333333,7,87,2808,16,0,100,4.17,1
0,0,20,100,8,78,1794,8,5,100,3,0
0,0,60,96.845,3,130,1911,10,0,100,3.75,0
15,0,10,82.28,9,67,1347,7,0,100,2.43,1
12,0,60,91.965,3,61,1794,10,0,100,3,1
15,1,30,93.2025,9,104,1911,12,0,100,2.5,1
15,1,130,99.12333333,12,69,2340,12,14.61538462,100,4.33,1
0,0,30,94.74,10,26,897,5,0,100,2.75,1
0,0,50,93.33,4,15,450,2,0,100,4.5,1
0,0,30,80.3525,4,78,1911,8,0,100,1.88,0
15,0,90,97.195,3,78,1911,16,3.370786517,100,3.63,1
1,0,40,91.965,3,61,1911,9,0,100,2.88,0
15,0,130,100,10,119,2361,12,45.52238806,100,4.19,0
0,1,210,95.82,5,123,3549,18,55.92417062,100,3.36,1
0,0,20,94.74,3,13,507,2,0,100,3.5,0
0,0,20,89.47,8,52,1911,8,13.04347826,57.14285714,1.13,0
0,1,90,100,1,52,1911,10,1.136363636,100,3.13,1
13,0,30,89.47,9,13,507,4,0,100,4.5,0
0,0,70,98.685,4,78,1911,11,32.3943662,100,3.25,1
0,1,60,100,2,52,1677,11,0,100,3.13,1
0,0,20,93.33,7,15,450,2,0,50,0,1
0,1,50,86.0675,8,78,1794,10,29.62962963,100,2.88,1
9,0,90,100,9,52,897,4,0,100,3.5,1
0,1,70,94.64333333,5,113,2808,12,21.42857143,100,3.17,1
12,0,30,100,3,26,1014,4,6.896551724,100,1,0
0,1,40,56.7925,9,84,1794,9,0,30.76923077,0.63,1
0,1,90,100,10,52,897,6,0,100,3.5,1
0,0,10,83.33333333,10,39,1521,6,0,50,1.67,0
0,1,170,100,7,104,2925,12,0,100,3.67,1
0,1,30,76.14,5,156,2925,19,33.33333333,50,1.83,0
0,1,20,100,8,13,390,5,5.555555556,100,3.5,0
0,0,20,92.11,7,13,507,1,52.94117647,100,3,0
15,1,30,96.02333333,4,65,1404,10,0,100,2.17,1
2,0,10,86.84,10,65,2418,12,0,35.71428571,0.4,1
0,0,100,97.252,7,143,2535,17,0,100,3.1,1
0,1,90,100,3,78,1781,11,0,100,4.09,1
15,0,20,86.78333333,11,65,1287,5,40,100,2.33,0
11,0,100,85.658,13,117,2301,10,0,100,2.8,1
12,0,0,31.58,9,13,507,2,0,25,0,1
0,0,80,88.16,2,78,2808,17,0,100,2.83,1
0,0,80,93.3775,6,105,1804,13,39.02439024,100,2.5,1
15,1,10,78.84166667,19,114,2701,14,8.333333333,50,1.5,1
15,0,110,100,7,78,2808,23,0,100,3.83,1
0,0,40,86.47,5,100,1521,7,0,100,3.5,1
0,0,20,81.58,3,13,390,2,0,100,3,0
15,0,70,94.64333333,6,87,2808,13,0,100,3.25,1
0,0,40,87.7225,6,78,2028,8,0,57.14285714,1.75,0
10,0,80,89.565,13,78,2028,11,9.090909091,100,3.13,1
11,0,50,100,6,104,2925,13,0,100,3.25,1
12,1,30,92.11,12,65,2184,18,0,100,1.8,1
12,0,40,87.81333333,5,50,1347,8,0,100,3.21,0
14,1,40,80.632,6,143,2301,12,21.62162162,100,3.8,1
10,1,70,100,2,117,2418,13,0,100,3.1,1
0,1,40,97.23,10,91,2535,11,0,100,2.9,1
10,0,40,92.6775,4,130,2028,10,0,100,3,1
13,0,130,100,40,65,1404,18,0,100,4.5,1
10,0,30,78.81,6,37,957,4,0,100,3.25,0
0,0,40,97.37,10,13,507,2,0,100,2.5,1
10,1,30,92.11,6,13,507,2,7.142857143,100,3.5,0
10,1,10,76.036,8,93,2478,12,0,62.5,1.73,1
12,0,90,85.5275,6,52,1560,13,20.93023256,100,2.75,0
0,0,110,92.162,15,74,2301,11,0,100,3.1,0
11,0,30,75.534,5,118,2194,13,0,62.5,1.9,0
11,0,30,92.11,5,13,390,2,13.79310345,100,3,1
12,1,60,100,20,78,2691,17,0,100,4,0
11,0,140,100,13,78,1794,7,15.82733813,100,3,0
10,0,20,96.67,13,15,450,2,0,100,3.5,1
11,0,20,57.35666667,4,136,2925,12,0,25,0,0
0,0,30,100,2,39,507,3,0,100,1,0
11,0,30,91.63833333,3,110,2751,18,10.34482759,100,2.25,1
15,1,150,95.33428571,9,149,3432,19,18.66666667,100,4,1
0,0,110,100,6,111,2223,12,0,100,3.5,0
10,1,20,88.07,6,65,1521,6,0,100,3,0
11,1,50,93.32833333,3,89,2634,16,0,100,3.69,0
10,1,230,100,38,104,2808,21,34.34782609,100,4.17,1
11,1,40,89.28666667,3,50,1464,7,0,100,3.21,0
11,1,30,100,3,28,957,5,0,100,3.5,0
12,0,100,97.195,8,78,1911,7,9,100,4,1
11,0,90,100,4,124,1950,9,0,100,3.88,1
10,1,20,97.13666667,5,41,1347,8,0,100,2.71,0
10,1,80,100,5,52,1794,8,17.33333333,100,3.25,1
12,0,40,94.06333333,3,65,1157,9,7.692307692,100,3.63,1
11,1,60,95.264,10,65,2301,11,0,62.5,3.3,1
12,0,10,86.67,7,15,450,2,0,100,2,0
11,1,10,94.74,7,65,2301,11,0,100,2,0
14,0,40,83.33,5,15,450,2,0,100,3.5,0
14,1,30,93.406,8,91,2418,12,10.34482759,100,3.9,0
12,0,20,79.125,10,156,3042,20,0,66.66666667,1.67,0
12,0,80,88.678,11,143,2418,14,2.409638554,100,4,0
0,1,70,79.2675,3,104,1794,11,35.61643836,100,2.38,1
0,0,40,93.71,6,91,2184,16,0,100,2.9,0
12,1,120,98.635,8,118,3042,11,0,100,3.67,0
11,1,20,81.5925,5,78,1794,6,0,57.14285714,2.13,0
0,1,50,100,7,52,1911,10,5.769230769,100,3.13,0
0,1,120,100,9,78,1911,10,3.333333333,100,4.25,1
0,0,10,91.055,4,52,1014,5,0,40,1.25,0
0,0,80,100,6,39,1404,6,1.204819277,100,3.83,1
11,0,40,98.636,3,147,2264,11,0,100,3.62,0
10,1,30,78.38,9,84,1971,9,0,57.14285714,1.25,1
11,0,70,85.13,13,80,1737,8,1.428571429,100,3.6,0
11,1,10,92.11,9,52,1677,14,0,100,2,1
10,0,80,100,11,67,2244,11,25.6097561,100,3.62,0
10,0,30,96.67,10,78,1014,5,0,100,3,0
11,0,200,100,10,92,2925,16,16.25615764,100,4.17,1
11,1,10,74.21333333,7,65,1287,7,0,50,1.83,1
10,0,70,100,7,78,1794,15,5.714285714,100,4,0
11,0,30,99.4175,21,79,1804,9,0,57.14285714,1.75,1
10,0,60,95.38166667,5,104,2808,17,0,100,3.42,1
10,0,30,87.13333333,6,104,2691,16,3.448275862,100,3.42,1
10,0,10,66.66666667,17,78,2691,19,14.28571429,25,0,1
10,0,40,100,6,41,1347,9,0,100,3.21,0
11,0,60,97.37,3,65,2301,13,0,100,3.5,1
8,0,10,86.67,8,15,450,2,0,100,3.5,0
10,0,80,100,8,65,1404,7,0,100,4.17,1
10,0,50,93.6825,6,130,2028,11,0,100,1.5,1
10,0,80,90.93666667,10,65,1521,7,0,100,2.67,1
11,1,40,98.685,9,26,1014,5,14.63414634,100,1.75,0
11,0,80,97.37,5,39,1521,10,22.61904762,100,3.83,0
12,0,20,100,8,52,1014,4,16.66666667,100,4.5,1
0,0,30,87.08,10,105,1804,9,0,100,3.13,1
11,0,50,71.71,6,52,1560,10,4.444444444,57.14285714,2.13,0
12,1,130,96,10,136,2925,16,44.53125,100,4.25,1
11,0,10,31.58,9,13,390,4,0,25,0,1
11,1,60,98.685,6,78,1794,9,0,100,3.75,0
11,0,110,99.4175,7,79,1687,12,0,100,4,1
10,0,10,66.28,9,40,400,2,0,100,3.5,0
11,1,20,82.20333333,7,92,1297,9,0,100,3,1
11,0,10,80.495,6,26,767,16,0,100,2.8,0
11,0,20,97.215,6,26,650,4,0,100,3,1
11,0,150,100,7,137,2397,17,0,100,3.68,0
11,1,250,100,28,130,2808,14,0,100,4.5,0
13,0,50,91.055,6,110,1854,11,0,100,3.13,0
13,0,60,92.89,5,137,1864,13,57.89473684,100,3.13,1
11,0,50,97.77666667,9,65,1404,11,28.57142857,50,2,1
11,0,60,100,7,136,2751,15,1.754385965,100,3.5,0
11,0,10,92.11,4,13,390,4,0,100,3.5,1
12,1,40,98.01333333,7,65,1521,9,11.62790698,100,3,0
14,0,50,100,6,136,1854,9,0,100,4.25,0
11,1,70,97.135,4,80,2634,13,0,100,3.78,0
11,1,40,90.458,5,93,2361,13,7.142857143,100,2.69,0
11,1,20,100,6,39,507,3,0,100,1.5,0
11,1,40,71.39,7,104,1794,9,0,100,1.38,1
11,1,40,83.975,4,52,1014,6,13.88888889,100,2,0
10,0,60,100,9,52,1014,6,18.03278689,100,3.75,0
11,0,150,100,21,130,2925,16,30.20134228,100,3.75,1
15,0,210,100,6,130,2808,26,0,100,4.17,1
11,0,10,78.95,5,52,1794,13,0,57.14285714,1.13,0
0,1,20,100,5,13,507,2,0,100,2.5,1
12,1,80,98.89,7,104,2028,8,80.95238095,100,2.13,1
0,0,70,93.73,9,78,1677,10,20,100,2.63,0
15,0,40,99.445,10,78,1911,8,0,100,1.75,1
0,0,10,93.94,5,27,507,2,0,100,2.5,0
0,0,90,94.64333333,3,87,2574,16,10.46511628,100,4.25,0
0,1,40,91.48,0,89,2868,16,0,100,2.88,1
0,1,30,97.37,5,13,507,4,0,100,4.5,0
0,1,250,94,10,58,1794,10,1.204819277,100,4.13,0
0,0,30,100,3,26,897,5,0,100,2.5,1
0,0,20,82.895,7,52,1911,9,27.77777778,40,0.88,0
0,1,60,95.79,5,65,2184,13,28.57142857,100,3,0
15,1,20,57.2325,5,52,1794,10,0,25,0,1
1,1,20,94.87,6,33,429,1,0,100,4.5,0
0,1,70,94.24,2,104,1794,10,0,100,3.5,1
12,0,130,100,4,117,2418,14,12.97709924,100,2.9,1
15,0,80,94.704,7,93,2231,13,0,100,2.71,1
12,1,70,93.572,14,74,2301,13,44.44444444,100,4.5,0
0,1,150,95.40857143,9,152,3549,28,10.88435374,100,4.21,0
0,0,30,100,8,52,2028,10,0,57.14285714,2.13,1
1,0,50,100,6,65,2054,12,0,100,3.21,0
15,1,50,97.37,10,65,2418,10,0,100,3.8,1
0,0,30,100,8,78,2561,13,0,100,3.15,0
0,0,20,78.94666667,4,39,1170,11,0,100,3,1
0,0,50,99.26,5,71,1464,6,0,100,2.83,0
0,0,190,100,9,65,2301,9,0,100,3.6,1
0,0,30,100,3,41,1464,6,6.896551724,100,2.07,0
0,1,40,96.93166667,2,78,2457,17,0,100,2.58,1
0,1,20,96.67,3,39,507,2,0,100,3,0
15,0,40,91.965,6,61,2028,12,0,100,4,1
11,0,70,89.53,13,78,1794,10,4.054054054,100,2.38,1
15,1,70,100,10,39,507,2,0,100,3.5,1
0,0,340,95.40857143,10,100,3081,16,5.555555556,100,3.93,1
8,0,70,97.778,2,117,2184,10,0,100,3.6,0
0,1,20,66.7875,4,58,2028,11,0,25,0,0
15,0,120,94.148,5,71,2418,12,15.32258065,100,3.2,0
15,0,40,63.19166667,10,110,3042,13,0,28.57142857,0.25,0
0,1,150,94,6,84,1911,12,5.369127517,100,3.38,1
0,0,10,85.525,6,78,2808,17,0,66.66666667,1.58,1
0,1,80,93.86,16,78,2925,13,34.17721519,66.66666667,2.58,1
15,0,120,88.41,4,48,1404,8,47.15447154,100,3.83,1
0,0,70,97.896,10,91,2535,13,0,100,4,1
15,0,10,31.58,7,13,507,4,0,25,0,0
0,1,100,88.772,10,106,2418,12,8,100,2.4,1
0,0,40,81.755,4,80,2751,16,0,100,3.16,0
0,1,10,89.47,7,13,507,3,0,100,2,0
0,0,90,89.425,1,114,1921,9,0,100,3.25,1
0,0,60,99.12333333,10,39,1404,7,0,50,2,1
0,0,80,96.85,6,92,1414,7,33.33333333,100,3,1
15,1,120,96.562,19,91,2418,12,6.557377049,100,3.9,1
0,1,210,100,6,130,2925,15,1.408450704,100,2.75,1
12,1,90,97.9025,3,132,3752,16,25.53191489,100,3.14,0
12,1,120,94.91428571,6,117,3315,19,16.12903226,100,3.43,1
15,1,50,100,5,13,260,2,0,100,4.5,0
0,0,90,100,4,65,2301,12,0,100,3.5,1
0,0,110,89.44333333,3,110,2868,19,39.47368421,100,2.92,1
0,0,20,54.795,13,35,897,4,0,25,0,0
15,1,80,94.64333333,5,87,2808,14,1.282051282,100,3.08,1
12,0,50,93.288,7,117,2184,16,10.86956522,62.5,1.6,1
0,0,10,71.05,5,26,1014,4,0,40,1.25,0
15,0,30,89.39,8,28,840,6,0,100,3.13,0
0,0,110,94.94333333,11,104,2808,17,16.19047619,100,3.58,1
0,1,120,100,6,78,2691,16,0,100,2.58,1
8,0,10,76.67,15,15,450,2,0,100,3.5,1
0,1,130,99.26,20,130,3042,13,2.255639098,100,4.17,1
15,0,60,88.772,2,80,2535,11,8.928571429,100,3.3,1
12,1,220,99.3425,3,104,1911,9,60.36036036,100,3.38,1
10,0,80,100,5,143,2535,14,0,100,3.9,0
0,0,40,91.40666667,7,71,1347,6,10,100,3.33,0
0,1,80,94.93285714,25,115,2972,16,0,100,3.08,1
0,0,50,97.896,1,65,2184,17,0,100,2.8,1
15,0,80,98.808,21,117,2418,11,0,100,3.5,1
15,0,20,68.025,9,104,2028,8,26.66666667,100,2.38,1
12,1,300,96,24,110,2925,16,33.88157895,100,3.92,1
11,0,60,95.17833333,7,78,2808,13,0,100,3.92,1
11,0,50,100,1,26,1014,5,0,100,4,1
0,0,30,100,4,40,400,3,0,100,3,0
13,1,100,97.03166667,6,176,2964,13,32.65306122,100,4.08,1
13,0,20,93.792,0,97,2361,15,0,62.5,2.2,1
13,0,30,82.455,5,130,2808,29,0,50,1.83,0
13,0,100,100,9,52,1014,4,52,100,4.5,0
12,0,20,69.74,5,26,897,4,60,100,2,0
12,1,10,74.79666667,7,156,2925,15,0,50,1.08,0
12,1,30,62.925,3,61,1794,10,35.48387097,25,0,1
11,1,50,87.406,7,74,2301,13,4.444444444,62.5,2.3,1
12,1,20,92.11,8,13,390,2,0,100,4.5,1
12,1,60,97.37,4,52,1677,10,0,100,2.88,0
12,0,40,87.27714286,5,152,3315,17,5,100,3.5,0
0,0,100,100,11,117,3198,17,0,100,3.71,1
8,1,50,97.37,7,65,2301,14,22,100,3.3,0
13,0,20,81.58,7,13,507,4,0,100,4.5,0
11,0,30,72.85,6,100,2301,14,0,100,3.1,0
10,1,100,100,10,104,2574,17,4.04040404,100,3.5,0
11,0,50,91.26,7,58,957,5,0,100,3.5,1
12,0,60,90.13,8,113,1911,11,1.724137931,100,3,1
11,1,20,93.572,7,108,2057,12,0,100,2.42,1
12,0,40,100,12,26,1014,8,0,100,2.75,1
11,0,110,100,5,104,1911,7,0,100,3.5,1
11,0,20,100,3,15,450,2,0,100,2.5,0
11,0,40,87.5025,13,52,1911,13,0,57.14285714,2,1
11,0,30,100,9,39,1287,12,0,50,1.17,1
11,0,180,100,8,78,2808,24,6.779661017,100,3.42,0
11,0,100,99.56166667,4,104,2808,17,0,100,3.42,0
12,0,20,100,6,52,1794,16,0,100,2.38,1
11,0,140,99.62428571,6,117,3198,15,4.444444444,100,3.79,1
15,0,40,73.68,12,65,2301,10,0,25,0,1
12,1,60,95.732,4,91,2184,11,7.8125,100,3.6,0
13,1,50,95.126,4,67,2478,11,26,100,2.54,0
12,1,30,97.37,4,78,2808,15,3.846153846,66.66666667,2.67,1
11,1,30,94.458,3,91,2418,12,0,100,2.9,0
11,0,80,100,7,13,390,4,0,100,4.5,0
11,1,120,100,16,130,2366,9,6.451612903,100,3.93,1
11,1,20,73.6825,15,52,2028,8,76.19047619,30.76923077,0.38,1
14,1,30,100,5,39,1404,7,0,100,2.67,0
11,0,70,100,11,72,1950,7,6.944444444,100,3.63,1
11,1,20,91.055,7,28,957,4,0,100,2.5,0
11,0,80,100,19,78,1794,15,26.31578947,100,3.63,1
13,0,110,100,18,149,3258,18,0,100,4.5,0
11,0,30,98.24666667,4,104,2691,14,0,100,2.67,0
11,0,60,100,10,26,897,4,5.172413793,100,4.5,1
11,0,30,89.47,10,52,1794,11,0,100,3.13,1
11,1,30,100,3,26,780,4,16.12903226,100,3.5,0
11,0,30,88.77,5,78,1794,8,11.11111111,100,2.88,1
0,1,90,100,7,39,1170,5,10.75268817,100,3.83,0
11,0,80,100,6,26,767,6,43.20987654,40,1.2,1
12,0,20,94.74,5,13,507,4,0,100,4.5,0
11,0,110,100,13,78,1911,11,0,100,3.88,1
11,1,40,90,6,117,1521,8,0,100,2.67,1
11,0,60,100,8,65,1521,8,0,100,3.17,1
12,1,60,89.665,13,87,2808,18,0,100,2.67,1
11,1,70,99.56166667,9,156,2925,17,0,100,3.5,1
0,0,50,92.15333333,3,87,2808,18,6,100,3,1
14,1,20,100,7,39,507,2,0,100,3.5,0
14,1,120,100,3,117,2535,16,0,100,4.3,1
11,0,40,84.82333333,5,158,2985,16,7.692307692,100,2.5,0
11,1,140,98.24666667,8,78,2808,15,0,100,3.67,0
11,0,70,98.88833333,9,132,2634,14,0,100,3.47,1
11,1,60,87.40666667,11,117,1521,9,0,100,3.5,1
11,0,10,46.015,5,87,2028,12,25,40,0.75,0
12,0,30,100,4,39,507,2,0,100,2.5,0
11,0,50,93.8,7,91,1521,8,0,100,3,0
12,0,70,98.0275,7,54,1620,12,0,100,3.8,1
11,1,50,91.84333333,5,106,2751,13,0,100,3.59,0
11,1,30,84.28666667,7,65,1404,8,8,100,1.67,0
12,0,80,100,2,26,897,6,0,100,4.5,0
11,0,80,98.0275,8,52,1677,9,40.96385542,100,2.13,1
13,1,30,78.18333333,3,145,2985,18,0,100,2.83,1
14,0,80,88.78428571,3,149,3315,17,0,70,3.36,0
11,1,30,89.34666667,5,71,1404,7,0,100,3.17,0
11,0,40,96.155,7,46,936,5,2.702702703,100,4,0
13,0,130,100,10,132,2711,15,0,100,4.17,1
11,1,60,97.05,4,124,2730,12,18.6440678,100,3.58,1
11,0,140,100,0,156,2808,16,52.81690141,100,3,1
11,1,40,100,8,91,2418,12,22.72727273,100,3.1,1
11,0,50,100,4,39,507,3,0,100,4.5,1
11,1,150,96,6,110,2925,15,31.03448276,100,3.83,1
11,0,60,96,3,117,2535,16,0,100,3.2,0
11,0,40,90.8425,10,110,1911,11,2.380952381,100,2.13,0
11,0,90,94.64333333,5,87,2691,15,6.818181818,100,2.75,1
11,0,10,54,11,73,1464,7,0,50,1.29,1
11,0,20,96.15,5,33,429,1,0,100,4.5,0
10,0,70,100,8,80,1737,9,5.970149254,100,3.95,0
12,1,90,97.07,5,169,3432,18,7.52688172,100,4.5,1
11,0,70,96,3,86,2985,17,0,100,4.13,0
11,0,170,98.23857143,21,195,3432,21,0,100,3.86,0
12,0,90,91.475,7,136,2925,12,13.04347826,100,3.42,0
11,0,80,94.27,7,65,1521,8,3.896103896,100,3.17,1
11,0,100,100,3,52,897,4,0,100,4,0
0,0,60,86.84,7,26,897,6,12.90322581,100,3,1
11,0,10,87.962,6,93,2361,11,0,45.45454545,1.31,0
14,1,50,100,16,170,3208,17,0,100,4.36,1
14,1,310,96,25,136,2691,14,0,100,3.17,1
11,0,20,81.268,4,123,2535,14,0,45.45454545,1.1,1
11,0,90,97.37,9,39,1404,9,0,100,4.5,0
11,0,40,97.938,4,120,2371,14,2.272727273,100,2.19,0
12,0,100,100,8,39,1404,9,0,100,4.5,1
15,0,20,76.81666667,5,110,2808,14,0,50,1.58,1
13,1,70,100,10,13,507,2,16.90140845,100,4.5,0
12,1,80,99.1675,27,78,1911,12,0,100,4.25,1
12,0,80,84.695,9,136,1971,10,0,100,3.13,1
12,1,130,100,10,91,2301,15,12.87878788,100,4.1,1
11,1,190,96,13,136,2808,15,6.417112299,100,4.42,1
11,0,30,95.2,7,97,2418,10,0,100,3.4,1
12,0,80,96.57142857,5,123,3315,18,0,100,3.29,1
12,1,70,88.38,5,84,1911,8,8.219178082,100,3.13,1
11,0,40,100,8,26,897,4,7.142857143,100,4.5,1
11,0,40,93.555,7,54,1854,9,0,100,2.85,0
11,0,10,94.74,5,13,507,2,0,100,4.5,0
11,1,20,96.208,13,92,2077,27,5,62.5,1.5,1
11,1,60,99.445,12,110,2751,14,8.196721311,100,2.92,1
11,0,50,95.1475,10,110,1971,8,0,100,3.63,1
12,1,40,98.89,4,39,507,2,0,100,4.5,0
12,1,20,49.70333333,6,41,1347,9,0,30,0,0
11,0,100,92.435,11,163,2761,13,34.34343434,100,4,1
11,0,10,83.605,5,79,907,5,0,100,2.75,1
11,0,20,92.31,9,33,429,1,43.47826087,100,4.5,1
11,0,90,73.685,24,26,897,5,0,40,2,1
11,0,50,92.03666667,5,113,2808,15,0,100,2.83,0
11,0,30,96.49333333,4,39,1170,9,0,100,3,1
11,1,100,100,10,78,1014,5,57.73195876,100,4,1
11,0,30,100,6,15,450,2,7.407407407,100,4,0
13,0,120,100,11,41,1464,6,4.032258065,100,4.5,0
11,1,40,88.9775,10,78,1911,12,41.86046512,100,1.63,0
11,1,90,83.58,6,114,2701,15,35.29411765,100,2.92,0
11,0,50,93.8,8,91,1521,9,0,100,3.33,1
11,0,20,89.47,8,39,1170,10,0,100,3.17,0
11,0,80,100,3,52,1014,5,0,100,4.25,1
11,1,60,95.61666667,6,78,2925,14,1.694915254,100,3.33,0
11,0,20,93.33,4,15,450,2,0,100,3.5,0
11,1,60,67.39166667,14,132,2594,14,0,66.66666667,2.33,0
11,1,80,99.56166667,11,78,2444,14,0,100,3.06,0
11,0,40,91.755,5,78,1794,14,0,100,3,0
